"filename", "language", "Dart", "comment", "blank", "total"
"c:\Flutter\Apps\GitHub\pocket-puppy-ratery\lib\Views\breeding_sheme_info_page.dart", "Dart", 30, -3, 0, 27
"c:\Flutter\Apps\GitHub\pocket-puppy-ratery\lib\Views\pups.dart", "Dart", 22, 0, 5, 27
"Total", "-", 52, -3, 5, 54
